last_dir,filename,percentage,line_amount,determined_glasses,is_correct
glasses,S5504R09.jpg,2.1614583333333335,29,1,1
glasses,S5505L05.jpg,0.6744791666666666,42,1,1
glasses,S5505L06.jpg,0.0,32,1,1
glasses,S5505L07.jpg,1.7265625,68,1,1
glasses,S5505L08.jpg,2.24609375,35,1,1
glasses,S5505L09.jpg,0.0,31,1,1
glasses,S5505R06.jpg,0.0,33,1,1
glasses,S5505R07.jpg,0.0,17,0,0
glasses,S5505R08.jpg,0.0,54,1,1
glasses,S5505R09.jpg,0.0234375,43,1,1
glasses,S5506L06.jpg,1.96875,18,1,1
glasses,S5506L07.jpg,2.1328125,34,1,1
glasses,S5506L08.jpg,2.07421875,31,1,1
glasses,S5506L09.jpg,1.7395833333333333,19,1,1
glasses,S5506R03.jpg,2.7265625,16,1,1
glasses,S5506R04.jpg,2.602864583333333,20,1,1
glasses,S5506R05.jpg,2.44140625,17,1,1
glasses,S5506R06.jpg,2.3723958333333335,23,1,1
glasses,S5506R07.jpg,2.3072916666666665,25,1,1
glasses,S5506R08.jpg,2.3645833333333335,10,1,1
glasses,S5506R09.jpg,2.3567708333333335,29,1,1
glasses,S5507L05.jpg,0.12630208333333331,23,1,1
glasses,S5507L06.jpg,0.08072916666666667,26,1,1
glasses,S5507L07.jpg,0.07161458333333333,53,1,1
glasses,S5507L08.jpg,0.09375,22,1,1
glasses,S5507L09.jpg,0.1171875,29,1,1
glasses,S5507R06.jpg,0.3411458333333333,13,1,1
glasses,S5507R07.jpg,0.15625,11,1,1
glasses,S5507R08.jpg,0.0,27,1,1
glasses,S5507R09.jpg,0.0,35,1,1
glasses,S5508L05.jpg,0.33984375,24,1,1
glasses,S5508L06.jpg,0.26171875,35,1,1
glasses,S5508L07.jpg,0.027343750000000003,14,1,1
glasses,S5508L08.jpg,0.078125,34,1,1
glasses,S5508L09.jpg,0.12369791666666666,28,1,1
glasses,S5508R06.jpg,0.35807291666666663,12,1,1
glasses,S5508R07.jpg,0.0,15,0,0
glasses,S5508R08.jpg,1.1028645833333333,30,1,1
glasses,S5508R09.jpg,0.81640625,32,1,1
glasses,S5509L08.jpg,0.5963541666666666,22,1,1
glasses,S5509L09.jpg,0.5963541666666666,21,1,1
glasses,S5509R08.jpg,1.1627604166666665,24,1,1
glasses,S5509R09.jpg,1.1354166666666667,22,1,1
glasses,S5510L05.jpg,2.31640625,58,1,1
glasses,S5510L06.jpg,2.3645833333333335,47,1,1
glasses,S5510L07.jpg,2.34375,52,1,1
glasses,S5510L08.jpg,0.0,41,1,1
glasses,S5510L09.jpg,0.21744791666666666,46,1,1
glasses,S5510R04.jpg,0.0,45,1,1
glasses,S5510R05.jpg,0.2578125,30,1,1
glasses,S5510R06.jpg,0.2890625,35,1,1
glasses,S5510R07.jpg,0.30078125,33,1,1
glasses,S5510R08.jpg,0.0,18,0,0
glasses,S5510R09.jpg,0.0,35,1,1
glasses,S5511L06.jpg,0.0,30,1,1
glasses,S5511L07.jpg,0.4544270833333333,38,1,1
glasses,S5511L08.jpg,0.0,24,1,1
glasses,S5511L09.jpg,0.0,35,1,1
glasses,S5511R05.jpg,0.0625,49,1,1
glasses,S5511R06.jpg,0.09114583333333333,13,1,1
glasses,S5511R07.jpg,0.10546875,40,1,1
glasses,S5511R08.jpg,0.0,41,1,1
glasses,S5511R09.jpg,0.15494791666666666,26,1,1
glasses,S5512L05.jpg,2.578125,33,1,1
glasses,S5512L06.jpg,4.35546875,20,1,1
glasses,S5512L07.jpg,2.9322916666666665,23,1,1
glasses,S5512L08.jpg,2.4830729166666665,41,1,1
glasses,S5512L09.jpg,3.4713541666666665,28,1,1
glasses,S5512R05.jpg,2.329427083333333,14,1,1
glasses,S5512R06.jpg,2.2044270833333335,18,1,1
glasses,S5512R07.jpg,2.069010416666667,21,1,1
glasses,S5512R08.jpg,4.2265625,19,1,1
glasses,S5512R09.jpg,4.09765625,23,1,1
glasses,S5513L07.jpg,2.7057291666666665,28,1,1
glasses,S5513L08.jpg,2.5859375,25,1,1
glasses,S5513L09.jpg,2.5364583333333335,30,1,1
glasses,S5513R05.jpg,2.640625,49,1,1
glasses,S5513R06.jpg,2.55078125,49,1,1
glasses,S5513R07.jpg,1.1575520833333333,20,1,1
glasses,S5513R08.jpg,1.0611979166666667,19,1,1
glasses,S5513R09.jpg,1.1653645833333333,15,1,1
glasses,S5514L06.jpg,0.2630208333333333,47,1,1
glasses,S5514L07.jpg,0.24348958333333331,30,1,1
glasses,S5514L08.jpg,2.51171875,14,1,1
glasses,S5514L09.jpg,0.2109375,42,1,1
glasses,S5514R05.jpg,2.8359375,12,1,1
glasses,S5514R06.jpg,2.7890625,13,1,1
glasses,S5514R07.jpg,0.16276041666666669,24,1,1
glasses,S5514R08.jpg,0.15364583333333331,24,1,1
glasses,S5514R09.jpg,0.10677083333333333,21,1,1
glasses,S5515L05.jpg,0.42578125000000006,27,1,1
glasses,S5515L06.jpg,0.4348958333333333,26,1,1
glasses,S5515L07.jpg,0.16276041666666669,32,1,1
glasses,S5515L08.jpg,0.24869791666666669,24,1,1
glasses,S5515L09.jpg,0.265625,37,1,1
glasses,S5515R06.jpg,1.7057291666666665,34,1,1
glasses,S5515R07.jpg,1.7799479166666667,29,1,1
glasses,S5515R08.jpg,0.35546875,21,1,1
glasses,S5515R09.jpg,0.0,27,1,1
glasses,S5516R09.jpg,2.0091145833333335,15,1,1
glasses,S5517L06.jpg,1.8372395833333333,9,1,1
glasses,S5517L07.jpg,0.9153645833333333,17,1,1
glasses,S5517L08.jpg,1.2096354166666667,9,1,1
glasses,S5517L09.jpg,2.359375,8,1,1
glasses,S5517R07.jpg,2.3723958333333335,18,1,1
glasses,S5517R08.jpg,2.3072916666666665,16,1,1
glasses,S5517R09.jpg,2.3502604166666665,18,1,1
glasses,S5518L05.jpg,2.9036458333333335,22,1,1
glasses,S5518L06.jpg,2.8033854166666665,25,1,1
glasses,S5518L07.jpg,2.390625,26,1,1
glasses,S5518L08.jpg,2.100260416666667,15,1,1
glasses,S5518L09.jpg,2.3880208333333335,25,1,1
glasses,S5518R03.jpg,2.3307291666666665,24,1,1
glasses,S5518R04.jpg,2.229166666666667,27,1,1
glasses,S5518R05.jpg,2.328125,14,1,1
glasses,S5518R06.jpg,2.35546875,18,1,1
glasses,S5518R07.jpg,2.377604166666667,22,1,1
glasses,S5518R08.jpg,2.2005208333333335,17,1,1
glasses,S5518R09.jpg,2.5846354166666665,11,1,1
glasses,S5519L07.jpg,0.39192708333333337,13,1,1
glasses,S5519L08.jpg,0.24609375,13,1,1
glasses,S5519L09.jpg,0.24739583333333331,15,1,1
glasses,S5519R07.jpg,1.7903645833333333,14,1,1
glasses,S5519R08.jpg,1.7044270833333333,4,1,1
glasses,S5519R09.jpg,1.7877604166666667,12,1,1
glasses,S5520L06.jpg,3.9401041666666665,24,1,1
glasses,S5520L07.jpg,3.1927083333333335,22,1,1
glasses,S5520L08.jpg,3.5481770833333335,31,1,1
glasses,S5520L09.jpg,3.4830729166666665,22,1,1
glasses,S5520R06.jpg,2.131510416666667,23,1,1
glasses,S5520R07.jpg,0.2734375,23,1,1
glasses,S5520R08.jpg,0.40494791666666663,28,1,1
glasses,S5520R09.jpg,0.07552083333333333,31,1,1
glasses,S5521L05.jpg,0.0,12,0,0
glasses,S5521L06.jpg,0.0,17,0,0
glasses,S5521L07.jpg,0.0,20,0,0
glasses,S5521L08.jpg,0.0,19,0,0
glasses,S5521L09.jpg,0.0,20,0,0
glasses,S5521R06.jpg,0.2552083333333333,11,1,1
glasses,S5521R07.jpg,0.27473958333333337,16,1,1
glasses,S5521R08.jpg,0.23046875,19,1,1
glasses,S5521R09.jpg,0.14583333333333334,23,1,1
glasses,S5522L05.jpg,1.7018229166666665,36,1,1
glasses,S5522L06.jpg,1.7109375,39,1,1
glasses,S5522L07.jpg,1.6119791666666667,32,1,1
glasses,S5522L08.jpg,1.0481770833333333,37,1,1
glasses,S5522L09.jpg,0.9869791666666667,44,1,1
glasses,S5522R04.jpg,1.6002604166666667,4,1,1
glasses,S5522R05.jpg,1.4869791666666667,8,1,1
glasses,S5522R06.jpg,1.9388020833333333,12,1,1
glasses,S5522R07.jpg,1.4895833333333335,11,1,1
glasses,S5522R08.jpg,0.0,39,1,1
glasses,S5522R09.jpg,0.0,37,1,1
glasses,S5523L05.jpg,0.03255208333333333,12,1,1
glasses,S5523L06.jpg,0.0,4,0,0
glasses,S5523L07.jpg,0.0,2,0,0
glasses,S5523L08.jpg,0.0,6,0,0
glasses,S5523L09.jpg,0.0,5,0,0
glasses,S5523R06.jpg,0.0,31,1,1
glasses,S5523R07.jpg,0.0,22,1,1
glasses,S5523R08.jpg,0.0,19,0,0
glasses,S5523R09.jpg,0.0,32,1,1
glasses,S5524L05.jpg,0.2591145833333333,7,1,1
glasses,S5524L06.jpg,0.0,18,0,0
glasses,S5524L07.jpg,0.0,19,0,0
glasses,S5524L08.jpg,0.0,29,1,1
glasses,S5524L09.jpg,0.0,12,0,0
glasses,S5524R04.jpg,0.0,26,1,1
glasses,S5524R05.jpg,0.3190104166666667,15,1,1
glasses,S5524R06.jpg,0.234375,8,1,1
glasses,S5524R07.jpg,0.22656249999999997,13,1,1
glasses,S5524R08.jpg,0.22005208333333334,14,1,1
glasses,S5524R09.jpg,0.3177083333333333,15,1,1
glasses,S5525L05.jpg,0.48567708333333337,37,1,1
glasses,S5525L06.jpg,0.0,38,1,1
glasses,S5525L07.jpg,0.7239583333333333,15,1,1
glasses,S5525L08.jpg,0.7669270833333334,19,1,1
glasses,S5525L09.jpg,0.83203125,25,1,1
glasses,S5525R06.jpg,0.0,14,0,0
glasses,S5525R07.jpg,0.0,13,0,0
glasses,S5525R08.jpg,0.6927083333333334,10,1,1
glasses,S5525R09.jpg,0.22786458333333334,16,1,1
glasses,S5526L06.jpg,0.625,15,1,1
glasses,S5526L07.jpg,0.39453125,20,1,1
glasses,S5526L08.jpg,0.7682291666666666,19,1,1
glasses,S5526L09.jpg,0.7630208333333334,11,1,1
glasses,S5526R04.jpg,0.8815104166666667,23,1,1
glasses,S5526R05.jpg,0.9049479166666667,19,1,1
glasses,S5526R06.jpg,0.8919270833333333,15,1,1
glasses,S5526R07.jpg,0.8294270833333334,34,1,1
glasses,S5526R08.jpg,0.8255208333333333,25,1,1
glasses,S5526R09.jpg,0.8541666666666666,18,1,1
glasses,S5527L04.jpg,0.10026041666666666,40,1,1
glasses,S5527L05.jpg,0.08463541666666667,47,1,1
glasses,S5527L06.jpg,2.7109375,19,1,1
glasses,S5527L07.jpg,0.41796875,35,1,1
glasses,S5527L08.jpg,0.48828125,46,1,1
glasses,S5527L09.jpg,0.0,8,0,0
glasses,S5527R04.jpg,1.08984375,26,1,1
glasses,S5527R05.jpg,1.0221354166666667,27,1,1
glasses,S5527R06.jpg,0.0,29,1,1
glasses,S5527R07.jpg,0.0,22,1,1
glasses,S5527R08.jpg,0.21875000000000003,25,1,1
glasses,S5527R09.jpg,0.045572916666666664,28,1,1
glasses,S5528L05.jpg,0.6028645833333333,34,1,1
glasses,S5528L06.jpg,0.6627604166666667,25,1,1
glasses,S5528L07.jpg,0.6588541666666667,25,1,1
glasses,S5528L08.jpg,0.6744791666666666,26,1,1
glasses,S5528L09.jpg,0.6692708333333334,23,1,1
glasses,S5529L04.jpg,0.0,16,0,0
glasses,S5529L05.jpg,0.06119791666666667,17,1,1
glasses,S5529L06.jpg,0.6263020833333333,31,1,1
glasses,S5529L07.jpg,0.7486979166666667,26,1,1
glasses,S5529L08.jpg,0.0,11,0,0
glasses,S5529L09.jpg,2.3567708333333335,30,1,1
glasses,S5529R06.jpg,1.8333333333333333,5,1,1
glasses,S5529R07.jpg,1.42578125,9,1,1
glasses,S5529R08.jpg,1.7330729166666665,11,1,1
glasses,S5529R09.jpg,1.79296875,8,1,1
glasses,S5531L06.jpg,1.921875,9,1,1
glasses,S5531L07.jpg,1.5559895833333333,6,1,1
glasses,S5531L08.jpg,2.1953125,17,1,1
glasses,S5531L09.jpg,2.326822916666667,27,1,1
glasses,S5531R03.jpg,2.748697916666667,8,1,1
glasses,S5531R04.jpg,2.68359375,6,1,1
glasses,S5531R05.jpg,4.255208333333333,18,1,1
glasses,S5531R06.jpg,3.0533854166666665,23,1,1
glasses,S5531R07.jpg,3.2838541666666665,31,1,1
glasses,S5531R08.jpg,2.61328125,20,1,1
glasses,S5531R09.jpg,3.302083333333333,31,1,1
glasses,S5532L06.jpg,0.6028645833333333,22,1,1
glasses,S5532L07.jpg,0.5924479166666666,28,1,1
glasses,S5532L08.jpg,0.6666666666666667,26,1,1
glasses,S5532L09.jpg,0.5052083333333333,17,1,1
glasses,S5532R06.jpg,0.7434895833333334,14,1,1
glasses,S5532R07.jpg,0.7369791666666667,13,1,1
glasses,S5532R08.jpg,0.86328125,13,1,1
glasses,S5532R09.jpg,0.33333333333333337,17,1,1
glasses,S5533L06.jpg,0.17317708333333334,22,1,1
glasses,S5533L07.jpg,0.2799479166666667,17,1,1
glasses,S5533L08.jpg,0.31510416666666663,15,1,1
glasses,S5533L09.jpg,0.32161458333333337,15,1,1
glasses,S5533R05.jpg,0.0,12,0,0
glasses,S5533R06.jpg,0.0,20,0,0
glasses,S5533R07.jpg,0.0,20,0,0
glasses,S5533R08.jpg,0.0,7,0,0
glasses,S5533R09.jpg,0.0,14,0,0
glasses,S5534L05.jpg,2.9661458333333335,15,1,1
glasses,S5534L06.jpg,2.8828125,27,1,1
glasses,S5534L07.jpg,3.075520833333333,16,1,1
glasses,S5534L08.jpg,1.10546875,38,1,1
glasses,S5534L09.jpg,1.8789062499999998,18,1,1
glasses,S5534R06.jpg,3.5494791666666665,37,1,1
glasses,S5534R07.jpg,3.45703125,28,1,1
glasses,S5534R08.jpg,2.1328125,11,1,1
glasses,S5534R09.jpg,2.2213541666666665,18,1,1
glasses,S5535L03.jpg,2.342447916666667,10,1,1
glasses,S5535L04.jpg,2.2682291666666665,14,1,1
glasses,S5535L05.jpg,2.2330729166666665,8,1,1
glasses,S5535L06.jpg,2.49609375,25,1,1
glasses,S5535L07.jpg,2.6497395833333335,32,1,1
glasses,S5535L08.jpg,2.5104166666666665,22,1,1
glasses,S5535L09.jpg,2.6171875,32,1,1
glasses,S5535R03.jpg,2.717447916666667,27,1,1
glasses,S5535R04.jpg,2.23828125,23,1,1
glasses,S5535R05.jpg,2.6875,19,1,1
glasses,S5535R06.jpg,2.66015625,33,1,1
glasses,S5535R07.jpg,2.5442708333333335,25,1,1
glasses,S5535R08.jpg,2.276041666666667,34,1,1
glasses,S5535R09.jpg,2.5338541666666665,23,1,1
glasses,S5536L06.jpg,0.0,43,1,1
glasses,S5536L07.jpg,0.0,36,1,1
glasses,S5536L08.jpg,0.0,37,1,1
glasses,S5536L09.jpg,0.0,38,1,1
glasses,S5536R07.jpg,0.1171875,30,1,1
glasses,S5536R08.jpg,0.0,23,1,1
glasses,S5536R09.jpg,0.07421875,38,1,1
glasses,S5537L05.jpg,0.11458333333333333,46,1,1
glasses,S5537L06.jpg,0.0,27,1,1
glasses,S5537L07.jpg,0.08984375,31,1,1
glasses,S5537L08.jpg,0.0,33,1,1
glasses,S5537L09.jpg,0.6809895833333334,48,1,1
glasses,S5537R05.jpg,0.0,19,0,0
glasses,S5537R06.jpg,0.0,30,1,1
glasses,S5537R07.jpg,0.0,21,1,1
glasses,S5537R08.jpg,0.0,28,1,1
glasses,S5537R09.jpg,0.0,28,1,1
glasses,S5538L03.jpg,0.0,42,1,1
glasses,S5538L04.jpg,0.0,31,1,1
glasses,S5538L05.jpg,0.0,33,1,1
glasses,S5538L06.jpg,0.0,36,1,1
glasses,S5538L07.jpg,0.0,39,1,1
glasses,S5538L08.jpg,0.0,38,1,1
glasses,S5538L09.jpg,0.0,16,0,0
glasses,S5538R06.jpg,0.07552083333333333,36,1,1
glasses,S5538R07.jpg,0.0,21,1,1
glasses,S5538R08.jpg,0.13802083333333334,19,1,1
glasses,S5538R09.jpg,0.0,24,1,1
glasses,S5539L03.jpg,0.0,19,0,0
glasses,S5539L04.jpg,0.13020833333333331,18,1,1
glasses,S5539L05.jpg,0.203125,24,1,1
glasses,S5539L06.jpg,0.0,23,1,1
glasses,S5539L07.jpg,0.0,25,1,1
glasses,S5539L08.jpg,0.0,18,0,0
glasses,S5539L09.jpg,0.0,24,1,1
glasses,S5539R06.jpg,0.0,14,0,0
glasses,S5539R07.jpg,0.0,16,0,0
glasses,S5539R08.jpg,0.0,13,0,0
glasses,S5539R09.jpg,0.0,17,0,0
glasses,S5540L04.jpg,0.484375,43,1,1
glasses,S5540L05.jpg,0.0,32,1,1
glasses,S5540L06.jpg,0.4505208333333333,42,1,1
glasses,S5540L07.jpg,0.07161458333333333,34,1,1
glasses,S5540L08.jpg,0.11067708333333333,30,1,1
glasses,S5540L09.jpg,0.10026041666666666,39,1,1
glasses,S5540R05.jpg,0.0,42,1,1
glasses,S5540R06.jpg,0.0,40,1,1
glasses,S5540R07.jpg,0.05859375,33,1,1
glasses,S5540R08.jpg,0.0,30,1,1
glasses,S5540R09.jpg,0.0,29,1,1
glasses,S5541L06.jpg,0.3229166666666667,44,1,1
glasses,S5541L07.jpg,0.0390625,39,1,1
glasses,S5541L08.jpg,0.03255208333333333,37,1,1
glasses,S5541L09.jpg,0.5104166666666666,33,1,1
glasses,S5541R07.jpg,0.6979166666666666,36,1,1
glasses,S5541R08.jpg,1.0833333333333335,26,1,1
glasses,S5541R09.jpg,1.96484375,31,1,1
glasses,S5542L04.jpg,1.1744791666666667,11,1,1
glasses,S5542L05.jpg,1.1705729166666667,9,1,1
glasses,S5542L06.jpg,1.1888020833333335,12,1,1
glasses,S5542L07.jpg,5.06640625,26,1,1
glasses,S5542L08.jpg,5.06640625,26,1,1
glasses,S5542L09.jpg,5.048177083333334,19,1,1
glasses,S5542R07.jpg,2.440104166666667,6,1,1
glasses,S5542R08.jpg,2.58984375,6,1,1
glasses,S5542R09.jpg,3.609375,19,1,1
glasses,S5543R06.jpg,2.56640625,26,1,1
glasses,S5543R07.jpg,2.6940104166666665,14,1,1
glasses,S5543R08.jpg,2.4309895833333335,16,1,1
glasses,S5543R09.jpg,1.2122395833333335,6,1,1
glasses,S5544L05.jpg,0.03125,47,1,1
glasses,S5544L06.jpg,0.4401041666666667,39,1,1
glasses,S5544L07.jpg,0.35026041666666663,40,1,1
glasses,S5544L08.jpg,0.0,24,1,1
glasses,S5544L09.jpg,0.7109375,26,1,1
glasses,S5544R04.jpg,0.3671875,28,1,1
glasses,S5544R05.jpg,0.0,37,1,1
glasses,S5544R06.jpg,0.0,27,1,1
glasses,S5544R07.jpg,0.0,26,1,1
glasses,S5544R08.jpg,0.25260416666666663,47,1,1
glasses,S5544R09.jpg,0.0,30,1,1
glasses,S5545L05.jpg,1.2838541666666667,62,1,1
glasses,S5545L06.jpg,1.5286458333333335,57,1,1
glasses,S5545L07.jpg,1.578125,65,1,1
glasses,S5545L08.jpg,2.0299479166666665,51,1,1
glasses,S5545L09.jpg,0.46484375,34,1,1
glasses,S5545R06.jpg,0.18359375,31,1,1
glasses,S5545R07.jpg,0.0,31,1,1
glasses,S5545R08.jpg,0.36197916666666663,10,1,1
glasses,S5545R09.jpg,0.3697916666666667,11,1,1
glasses,S5546L07.jpg,0.045572916666666664,37,1,1
glasses,S5546L08.jpg,0.045572916666666664,33,1,1
glasses,S5546L09.jpg,0.04296875,49,1,1
glasses,S5546R05.jpg,0.0,49,1,1
glasses,S5546R06.jpg,0.0,53,1,1
glasses,S5546R07.jpg,0.0,58,1,1
glasses,S5546R08.jpg,0.0,48,1,1
glasses,S5546R09.jpg,0.0,59,1,1
glasses,S5547L07.jpg,2.1953125,33,1,1
glasses,S5547L08.jpg,2.197916666666667,25,1,1
glasses,S5547L09.jpg,0.984375,43,1,1
glasses,S5547R06.jpg,0.0,26,1,1
glasses,S5547R07.jpg,1.9296875000000002,20,1,1
glasses,S5547R08.jpg,0.0,30,1,1
glasses,S5547R09.jpg,0.2981770833333333,19,1,1
glasses,S5548L05.jpg,0.0,26,1,1
glasses,S5548L06.jpg,0.0,19,0,0
glasses,S5548L07.jpg,0.0,38,1,1
glasses,S5548L08.jpg,0.0,36,1,1
glasses,S5548L09.jpg,0.0,32,1,1
glasses,S5548R04.jpg,0.0,25,1,1
glasses,S5548R05.jpg,0.0,24,1,1
glasses,S5548R06.jpg,0.03255208333333333,34,1,1
glasses,S5548R07.jpg,0.0703125,42,1,1
glasses,S5548R08.jpg,3.6705729166666665,20,1,1
glasses,S5548R09.jpg,0.0,31,1,1
glasses,S5549L06.jpg,0.0,50,1,1
glasses,S5549L07.jpg,0.0,39,1,1
glasses,S5549L08.jpg,0.0,33,1,1
glasses,S5549L09.jpg,0.0,29,1,1
glasses,S5549R08.jpg,0.10026041666666666,69,1,1
glasses,S5549R09.jpg,0.03255208333333333,65,1,1
glasses,S5550L05.jpg,0.0,24,1,1
glasses,S5550L06.jpg,0.0,24,1,1
glasses,S5550L07.jpg,0.0,28,1,1
glasses,S5550L08.jpg,1.2721354166666667,53,1,1
glasses,S5550L09.jpg,0.0,24,1,1
glasses,S5550R04.jpg,0.2421875,15,1,1
glasses,S5550R05.jpg,0.3359375,19,1,1
glasses,S5550R06.jpg,0.31640625,14,1,1
glasses,S5550R07.jpg,0.2916666666666667,16,1,1
glasses,S5550R08.jpg,0.30078125,12,1,1
glasses,S5550R09.jpg,0.3059895833333333,14,1,1
glasses,S5551L06.jpg,2.7213541666666665,28,1,1
glasses,S5551L07.jpg,2.7213541666666665,34,1,1
glasses,S5551L08.jpg,2.9375,32,1,1
glasses,S5551L09.jpg,2.87109375,26,1,1
glasses,S5551R06.jpg,2.2708333333333335,23,1,1
glasses,S5551R07.jpg,2.276041666666667,21,1,1
glasses,S5551R08.jpg,0.0,21,1,1
glasses,S5551R09.jpg,0.0,20,0,0
glasses,S5552L05.jpg,0.484375,19,1,1
glasses,S5552L06.jpg,0.8020833333333333,30,1,1
glasses,S5552L07.jpg,0.22395833333333334,23,1,1
glasses,S5552L08.jpg,0.39583333333333337,20,1,1
glasses,S5552L09.jpg,0.1796875,14,1,1
glasses,S5552R06.jpg,0.22526041666666666,30,1,1
glasses,S5552R07.jpg,0.20963541666666666,35,1,1
glasses,S5552R08.jpg,0.22135416666666666,29,1,1
glasses,S5552R09.jpg,0.26953125,27,1,1
glasses,S5553L06.jpg,1.5325520833333333,28,1,1
glasses,S5553L07.jpg,1.5455729166666665,23,1,1
glasses,S5553L08.jpg,2.28515625,38,1,1
glasses,S5553L09.jpg,1.609375,40,1,1
glasses,S5553R07.jpg,3.2252604166666665,23,1,1
glasses,S5553R08.jpg,3.759114583333333,12,1,1
glasses,S5553R09.jpg,2.6588541666666665,8,1,1
glasses,S5554L07.jpg,0.14713541666666666,18,1,1
glasses,S5554L08.jpg,0.0,22,1,1
glasses,S5554L09.jpg,0.0,22,1,1
glasses,S5554R07.jpg,0.1484375,25,1,1
glasses,S5554R08.jpg,0.2513020833333333,23,1,1
glasses,S5554R09.jpg,0.23177083333333334,16,1,1
glasses,S5555L05.jpg,0.0,29,1,1
glasses,S5555L06.jpg,0.0,28,1,1
glasses,S5555L07.jpg,0.0,30,1,1
glasses,S5555L08.jpg,0.0,28,1,1
glasses,S5555L09.jpg,0.0,37,1,1
glasses,S5555R05.jpg,0.0390625,46,1,1
glasses,S5555R06.jpg,0.0,50,1,1
glasses,S5555R07.jpg,0.0,31,1,1
glasses,S5555R08.jpg,0.25651041666666663,43,1,1
glasses,S5555R09.jpg,0.21614583333333334,42,1,1
glasses,S5556L05.jpg,2.3997395833333335,14,1,1
glasses,S5556L06.jpg,2.8854166666666665,22,1,1
glasses,S5556L07.jpg,2.2174479166666665,32,1,1
glasses,S5556L08.jpg,2.6940104166666665,15,1,1
glasses,S5556L09.jpg,2.3854166666666665,15,1,1
glasses,S5556R04.jpg,3.0494791666666665,7,1,1
glasses,S5556R05.jpg,3.0638020833333335,11,1,1
glasses,S5556R06.jpg,2.764322916666667,19,1,1
glasses,S5556R07.jpg,3.3085937500000004,16,1,1
glasses,S5556R08.jpg,2.39453125,25,1,1
glasses,S5556R09.jpg,3.1627604166666665,30,1,1
glasses,S5557L06.jpg,0.0,24,1,1
glasses,S5557L07.jpg,0.0,21,1,1
glasses,S5557L08.jpg,0.0,18,0,0
glasses,S5557L09.jpg,0.0,32,1,1
glasses,S5557R07.jpg,0.0,21,1,1
glasses,S5557R08.jpg,0.052083333333333336,28,1,1
glasses,S5557R09.jpg,0.0,35,1,1
glasses,S5558L05.jpg,0.16927083333333334,47,1,1
glasses,S5558L06.jpg,0.25,48,1,1
glasses,S5558L07.jpg,0.2552083333333333,41,1,1
glasses,S5558L08.jpg,0.27864583333333337,41,1,1
glasses,S5558L09.jpg,0.2578125,34,1,1
glasses,S5558R06.jpg,0.0,31,1,1
glasses,S5558R07.jpg,0.0,32,1,1
glasses,S5558R08.jpg,0.0,28,1,1
glasses,S5558R09.jpg,0.0,26,1,1
glasses,S5560L06.jpg,0.11979166666666666,6,1,1
glasses,S5560L07.jpg,0.38020833333333337,15,1,1
glasses,S5560L08.jpg,0.057291666666666664,3,1,1
glasses,S5560L09.jpg,0.03255208333333333,8,1,1
glasses,S5560R05.jpg,0.3307291666666667,18,1,1
glasses,S5560R06.jpg,0.32421875,16,1,1
glasses,S5560R07.jpg,0.47395833333333337,14,1,1
glasses,S5560R08.jpg,0.28515625,37,1,1
glasses,S5560R09.jpg,0.2916666666666667,22,1,1
